type,quality,spot_per_kwh,per_kwh,kwh_usage_in_timeframe,utc_start_time,local_start_time,utc_end_time,local_end_time,renewables,tariff_info_season,tariff_info_period,spike_status,descriptor
Usage,billable,0.9845,11.774,0.114,2024-07-21T19:00:01Z,"22/07/2024, 5:00:01 am",2024-07-21T19:30:00Z,"22/07/2024, 5:30:00 am",49.492000000000004,,offPeak,none,extremelyLow
Usage,billable,0.9845,11.774,0.109,2024-07-21T18:30:01Z,"22/07/2024, 4:30:01 am",2024-07-21T19:00:00Z,"22/07/2024, 5:00:00 am",50.989,,offPeak,none,extremelyLow
Usage,billable,0.98449,11.77399,0.11,2024-07-21T18:00:01Z,"22/07/2024, 4:00:01 am",2024-07-21T18:30:00Z,"22/07/2024, 4:30:00 am",52.403,,offPeak,none,extremelyLow
Usage,billable,0.82078,11.60316,0.135,2024-07-21T17:30:01Z,"22/07/2024, 3:30:01 am",2024-07-21T18:00:00Z,"22/07/2024, 4:00:00 am",55.15,,offPeak,none,extremelyLow
Usage,billable,0.82115,11.60354,0.144,2024-07-21T17:00:01Z,"22/07/2024, 3:00:01 am",2024-07-21T17:30:00Z,"22/07/2024, 3:30:00 am",52.827,,offPeak,none,extremelyLow
Usage,billable,0.98265,11.77207,0.11,2024-07-21T16:30:01Z,"22/07/2024, 2:30:01 am",2024-07-21T17:00:00Z,"22/07/2024, 3:00:00 am",55.254000000000005,,offPeak,none,extremelyLow
Usage,billable,0.97148,11.76041,0.11,2024-07-21T16:00:01Z,"22/07/2024, 2:00:01 am",2024-07-21T16:30:00Z,"22/07/2024, 2:30:00 am",53.372,,offPeak,none,extremelyLow
Usage,billable,0.8534,11.6372,0.112,2024-07-21T15:30:01Z,"22/07/2024, 1:30:01 am",2024-07-21T16:00:00Z,"22/07/2024, 2:00:00 am",49.332,,offPeak,none,extremelyLow
Usage,billable,0.98449,11.77399,0.109,2024-07-21T15:00:01Z,"22/07/2024, 1:00:01 am",2024-07-21T15:30:00Z,"22/07/2024, 1:30:00 am",47.441,,offPeak,none,extremelyLow
Usage,billable,0.94784,11.73575,0.11,2024-07-21T14:30:01Z,"22/07/2024, 12:30:01 am",2024-07-21T15:00:00Z,"22/07/2024, 1:00:00 am",47.423,,offPeak,none,extremelyLow
Usage,billable,0.92735,11.71436,0.125,2024-07-21T14:00:01Z,"22/07/2024, 12:00:01 am",2024-07-21T14:30:00Z,"22/07/2024, 12:30:00 am",47.802,,offPeak,none,extremelyLow
Usage,billable,0.9845,11.774,0.156,2024-07-21T13:30:01Z,"21/07/2024, 11:30:01 pm",2024-07-21T14:00:00Z,"22/07/2024, 12:00:00 am",47.697,,offPeak,none,extremelyLow
Usage,billable,0.9845,11.774,0.177,2024-07-21T13:00:01Z,"21/07/2024, 11:00:01 pm",2024-07-21T13:30:00Z,"21/07/2024, 11:30:00 pm",48.964999999999996,,offPeak,none,extremelyLow
Usage,billable,0.9856,11.77515,0.189,2024-07-21T12:30:01Z,"21/07/2024, 10:30:01 pm",2024-07-21T13:00:00Z,"21/07/2024, 11:00:00 pm",50.305,,offPeak,none,extremelyLow
Usage,billable,0.98487,11.77439,0.209,2024-07-21T12:00:01Z,"21/07/2024, 10:00:01 pm",2024-07-21T12:30:00Z,"21/07/2024, 10:30:00 pm",49.342999999999996,,offPeak,none,extremelyLow
Usage,billable,2.03084,12.86586,0.169,2024-07-21T11:30:01Z,"21/07/2024, 9:30:01 pm",2024-07-21T12:00:00Z,"21/07/2024, 10:00:00 pm",45.942,,offPeak,none,extremelyLow
Usage,billable,3.53739,14.43795,0.173,2024-07-21T11:00:01Z,"21/07/2024, 9:00:01 pm",2024-07-21T11:30:00Z,"21/07/2024, 9:30:00 pm",42.803999999999995,,offPeak,none,extremelyLow
Usage,billable,8.40507,32.3874,0.218,2024-07-21T10:30:01Z,"21/07/2024, 8:30:01 pm",2024-07-21T11:00:00Z,"21/07/2024, 9:00:00 pm",39.97,,peak,none,low
Usage,billable,9.12209,33.13561,0.478,2024-07-21T10:00:01Z,"21/07/2024, 8:00:01 pm",2024-07-21T10:30:00Z,"21/07/2024, 8:30:00 pm",38.022,,peak,none,low
Usage,billable,10.32011,34.38575,0.527,2024-07-21T09:30:01Z,"21/07/2024, 7:30:01 pm",2024-07-21T10:00:00Z,"21/07/2024, 8:00:00 pm",37.07,,peak,none,low
Usage,billable,9.29793,33.3191,0.55,2024-07-21T09:00:01Z,"21/07/2024, 7:00:01 pm",2024-07-21T09:30:00Z,"21/07/2024, 7:30:00 pm",36.28,,peak,none,low
Usage,billable,9.84111,33.88591,0.561,2024-07-21T08:30:01Z,"21/07/2024, 6:30:01 pm",2024-07-21T09:00:00Z,"21/07/2024, 7:00:00 pm",34.875,,peak,none,low
Usage,billable,12.73486,36.90555,0.441,2024-07-21T08:00:01Z,"21/07/2024, 6:00:01 pm",2024-07-21T08:30:00Z,"21/07/2024, 6:30:00 pm",30.169,,peak,none,neutral
Usage,billable,16.79991,41.14745,0.764,2024-07-21T07:30:01Z,"21/07/2024, 5:30:01 pm",2024-07-21T08:00:00Z,"21/07/2024, 6:00:00 pm",27.599,,peak,none,neutral
Usage,billable,12.21134,36.35926,0.651,2024-07-21T07:00:01Z,"21/07/2024, 5:00:01 pm",2024-07-21T07:30:00Z,"21/07/2024, 5:30:00 pm",28.097,,peak,none,neutral
Usage,billable,11.15406,35.25598,0.634,2024-07-21T06:30:01Z,"21/07/2024, 4:30:01 pm",2024-07-21T07:00:00Z,"21/07/2024, 5:00:00 pm",30.671,,peak,none,low
Usage,billable,5.31023,29.15792,0.61,2024-07-21T06:00:01Z,"21/07/2024, 4:00:01 pm",2024-07-21T06:30:00Z,"21/07/2024, 4:30:00 pm",36.754999999999995,,peak,none,low
Usage,billable,2.48425,26.209,0.612,2024-07-21T05:30:01Z,"21/07/2024, 3:30:01 pm",2024-07-21T06:00:00Z,"21/07/2024, 4:00:00 pm",43.741,,peak,none,low
Usage,billable,0.82555,24.47814,0.53,2024-07-21T05:00:01Z,"21/07/2024, 3:00:01 pm",2024-07-21T05:30:00Z,"21/07/2024, 3:30:00 pm",46.924,,peak,none,veryLow
Usage,billable,0.30378,11.06367,2.785,2024-07-21T04:30:01Z,"21/07/2024, 2:30:01 pm",2024-07-21T05:00:00Z,"21/07/2024, 3:00:00 pm",50.19,,offPeak,none,extremelyLow
Usage,billable,-0.65816,10.05988,2.069,2024-07-21T04:00:01Z,"21/07/2024, 2:00:01 pm",2024-07-21T04:30:00Z,"21/07/2024, 2:30:00 pm",55.467999999999996,,offPeak,none,extremelyLow
Usage,billable,-4.54143,6.00767,1.394,2024-07-21T03:30:01Z,"21/07/2024, 1:30:01 pm",2024-07-21T04:00:00Z,"21/07/2024, 2:00:00 pm",60.3,,offPeak,none,extremelyLow
Usage,billable,-4.33105,6.2272,0.1,2024-07-21T03:00:01Z,"21/07/2024, 1:00:01 pm",2024-07-21T03:30:00Z,"21/07/2024, 1:30:00 pm",60.602999999999994,,offPeak,none,extremelyLow
Usage,billable,-3.00641,7.60947,0.099,2024-07-21T02:30:01Z,"21/07/2024, 12:30:01 pm",2024-07-21T03:00:00Z,"21/07/2024, 1:00:00 pm",57.843,,offPeak,none,extremelyLow
Usage,billable,-4.02708,6.54439,0.143,2024-07-21T02:00:01Z,"21/07/2024, 12:00:01 pm",2024-07-21T02:30:00Z,"21/07/2024, 12:30:00 pm",59.917,,offPeak,none,extremelyLow
Usage,billable,-4.14602,6.42028,0.102,2024-07-21T01:30:01Z,"21/07/2024, 11:30:01 am",2024-07-21T02:00:00Z,"21/07/2024, 12:00:00 pm",59.013000000000005,,offPeak,none,extremelyLow
Usage,billable,-3.06932,7.54382,0.096,2024-07-21T01:00:01Z,"21/07/2024, 11:00:01 am",2024-07-21T01:30:00Z,"21/07/2024, 11:30:00 am",54.537,,offPeak,none,extremelyLow
Usage,billable,-0.52525,10.19857,0.098,2024-07-21T00:30:01Z,"21/07/2024, 10:30:01 am",2024-07-21T01:00:00Z,"21/07/2024, 11:00:00 am",48.827999999999996,,offPeak,none,extremelyLow
Usage,billable,1.16775,11.96522,0.099,2024-07-21T00:00:01Z,"21/07/2024, 10:00:01 am",2024-07-21T00:30:00Z,"21/07/2024, 10:30:00 am",43.902,,offPeak,none,extremelyLow
Usage,billable,2.16835,13.00935,0.11,2024-07-20T23:30:01Z,"21/07/2024, 9:30:01 am",2024-07-21T00:00:00Z,"21/07/2024, 10:00:00 am",41.141,,offPeak,none,extremelyLow
Usage,billable,2.69827,13.56233,0.202,2024-07-20T23:00:01Z,"21/07/2024, 9:00:01 am",2024-07-20T23:30:00Z,"21/07/2024, 9:30:00 am",37.934,,offPeak,none,extremelyLow
Usage,billable,3.13263,14.01558,1.289,2024-07-20T22:30:01Z,"21/07/2024, 8:30:01 am",2024-07-20T23:00:00Z,"21/07/2024, 9:00:00 am",34.689,,offPeak,none,extremelyLow
Usage,billable,2.81999,13.68934,1.187,2024-07-20T22:00:01Z,"21/07/2024, 8:00:01 am",2024-07-20T22:30:00Z,"21/07/2024, 8:30:00 am",31.438,,offPeak,none,extremelyLow
Usage,billable,4.51214,15.45511,0.139,2024-07-20T21:30:01Z,"21/07/2024, 7:30:01 am",2024-07-20T22:00:00Z,"21/07/2024, 8:00:00 am",27.136,,offPeak,none,veryLow
Usage,billable,7.73475,18.81792,0.117,2024-07-20T21:00:01Z,"21/07/2024, 7:00:01 am",2024-07-20T21:30:00Z,"21/07/2024, 7:30:00 am",27.777,,offPeak,none,veryLow
Usage,billable,7.90743,18.99811,0.107,2024-07-20T20:30:01Z,"21/07/2024, 6:30:01 am",2024-07-20T21:00:00Z,"21/07/2024, 7:00:00 am",29.79,,offPeak,none,veryLow
Usage,billable,6.79661,17.83896,0.142,2024-07-20T20:00:01Z,"21/07/2024, 6:00:01 am",2024-07-20T20:30:00Z,"21/07/2024, 6:30:00 am",30.677,,offPeak,none,veryLow
Usage,billable,5.35591,16.33559,0.137,2024-07-20T19:30:01Z,"21/07/2024, 5:30:01 am",2024-07-20T20:00:00Z,"21/07/2024, 6:00:00 am",32.45,,offPeak,none,veryLow
Usage,billable,4.51615,15.45929,0.486,2024-07-20T19:00:01Z,"21/07/2024, 5:00:01 am",2024-07-20T19:30:00Z,"21/07/2024, 5:30:00 am",32.913,,offPeak,none,veryLow
Usage,billable,4.52324,15.46669,0.17,2024-07-20T18:30:01Z,"21/07/2024, 4:30:01 am",2024-07-20T19:00:00Z,"21/07/2024, 5:00:00 am",32.212,,offPeak,none,veryLow
Usage,billable,3.94059,14.85869,1.341,2024-07-20T18:00:01Z,"21/07/2024, 4:00:01 am",2024-07-20T18:30:00Z,"21/07/2024, 4:30:00 am",33.911,,offPeak,none,extremelyLow
Usage,billable,3.9545,14.87321,1.131,2024-07-20T17:30:01Z,"21/07/2024, 3:30:01 am",2024-07-20T18:00:00Z,"21/07/2024, 4:00:00 am",34.407,,offPeak,none,extremelyLow
Usage,billable,3.9545,14.87321,1.346,2024-07-20T17:00:01Z,"21/07/2024, 3:00:01 am",2024-07-20T17:30:00Z,"21/07/2024, 3:30:00 am",35.085,,offPeak,none,extremelyLow
Usage,billable,1.55133,12.36549,1.374,2024-07-20T16:30:01Z,"21/07/2024, 2:30:01 am",2024-07-20T17:00:00Z,"21/07/2024, 3:00:00 am",35.969,,offPeak,none,extremelyLow
Usage,billable,1.16053,11.95769,1.205,2024-07-20T16:00:01Z,"21/07/2024, 2:00:01 am",2024-07-20T16:30:00Z,"21/07/2024, 2:30:00 am",37.431,,offPeak,none,extremelyLow
Usage,billable,5.14216,16.11254,0.476,2024-07-20T15:30:01Z,"21/07/2024, 1:30:01 am",2024-07-20T16:00:00Z,"21/07/2024, 2:00:00 am",36.475,,offPeak,none,veryLow
Usage,billable,5.85788,16.85939,0.105,2024-07-20T15:00:01Z,"21/07/2024, 1:00:01 am",2024-07-20T15:30:00Z,"21/07/2024, 1:30:00 am",34.63,,offPeak,none,veryLow
Usage,billable,5.78523,16.78358,0.27,2024-07-20T14:30:01Z,"21/07/2024, 12:30:01 am",2024-07-20T15:00:00Z,"21/07/2024, 1:00:00 am",33.654,,offPeak,none,veryLow
Usage,billable,5.72877,16.72467,0.417,2024-07-20T14:00:01Z,"21/07/2024, 12:00:01 am",2024-07-20T14:30:00Z,"21/07/2024, 12:30:00 am",32.321,,offPeak,none,veryLow
Usage,billable,6.38812,17.4127,0.478,2024-07-20T13:30:01Z,"20/07/2024, 11:30:01 pm",2024-07-20T14:00:00Z,"21/07/2024, 12:00:00 am",30.442999999999998,,offPeak,none,veryLow
Usage,billable,8.21686,19.321,0.496,2024-07-20T13:00:01Z,"20/07/2024, 11:00:01 pm",2024-07-20T13:30:00Z,"20/07/2024, 11:30:00 pm",29.305999999999997,,offPeak,none,veryLow
Usage,billable,8.33048,19.43956,0.529,2024-07-20T12:30:01Z,"20/07/2024, 10:30:01 pm",2024-07-20T13:00:00Z,"20/07/2024, 11:00:00 pm",28.810000000000002,,offPeak,none,veryLow
Usage,billable,8.5502,19.66884,0.151,2024-07-20T12:00:01Z,"20/07/2024, 10:00:01 pm",2024-07-20T12:30:00Z,"20/07/2024, 10:30:00 pm",30.708999999999996,,offPeak,none,veryLow
Usage,billable,8.4578,19.57242,0.148,2024-07-20T11:30:01Z,"20/07/2024, 9:30:01 pm",2024-07-20T12:00:00Z,"20/07/2024, 10:00:00 pm",32.395,,offPeak,none,veryLow
Usage,billable,8.6784,19.80262,0.158,2024-07-20T11:00:01Z,"20/07/2024, 9:00:01 pm",2024-07-20T11:30:00Z,"20/07/2024, 9:30:00 pm",34.172999999999995,,offPeak,none,veryLow
Usage,billable,8.64143,32.63404,0.198,2024-07-20T10:30:01Z,"20/07/2024, 8:30:01 pm",2024-07-20T11:00:00Z,"20/07/2024, 9:00:00 pm",36.919999999999995,,peak,none,low
Usage,billable,8.60472,32.59573,0.212,2024-07-20T10:00:01Z,"20/07/2024, 8:00:01 pm",2024-07-20T10:30:00Z,"20/07/2024, 8:30:00 pm",38.33,,peak,none,low
Usage,billable,8.44384,32.42785,0.238,2024-07-20T09:30:01Z,"20/07/2024, 7:30:01 pm",2024-07-20T10:00:00Z,"20/07/2024, 8:00:00 pm",39.848,,peak,none,low
Usage,billable,8.42229,32.40537,0.25,2024-07-20T09:00:01Z,"20/07/2024, 7:00:01 pm",2024-07-20T09:30:00Z,"20/07/2024, 7:30:00 pm",40.397,,peak,none,low
Usage,billable,8.91114,32.91548,0.263,2024-07-20T08:30:01Z,"20/07/2024, 6:30:01 pm",2024-07-20T09:00:00Z,"20/07/2024, 7:00:00 pm",40.168,,peak,none,low
Usage,billable,9.66901,33.70632,0.294,2024-07-20T08:00:01Z,"20/07/2024, 6:00:01 pm",2024-07-20T08:30:00Z,"20/07/2024, 6:30:00 pm",40.583000000000006,,peak,none,low
Usage,billable,10.60193,34.67983,0.258,2024-07-20T07:30:01Z,"20/07/2024, 5:30:01 pm",2024-07-20T08:00:00Z,"20/07/2024, 6:00:00 pm",41.708,,peak,none,low
Usage,billable,9.44955,33.47732,0.198,2024-07-20T07:00:01Z,"20/07/2024, 5:00:01 pm",2024-07-20T07:30:00Z,"20/07/2024, 5:30:00 pm",43.827,,peak,none,low
Usage,billable,5.20922,29.05251,0.191,2024-07-20T06:30:01Z,"20/07/2024, 4:30:01 pm",2024-07-20T07:00:00Z,"20/07/2024, 5:00:00 pm",47.144000000000005,,peak,none,low
Usage,billable,4.34512,28.15082,0.196,2024-07-20T06:00:01Z,"20/07/2024, 4:00:01 pm",2024-07-20T06:30:00Z,"20/07/2024, 4:30:00 pm",50.601,,peak,none,low
Usage,billable,1.78455,25.47886,0.182,2024-07-20T05:30:01Z,"20/07/2024, 3:30:01 pm",2024-07-20T06:00:00Z,"20/07/2024, 4:00:00 pm",50.915,,peak,none,veryLow
Usage,billable,-0.05678,23.55742,0.39,2024-07-20T05:00:01Z,"20/07/2024, 3:00:01 pm",2024-07-20T05:30:00Z,"20/07/2024, 3:30:00 pm",52.652,,peak,none,veryLow
Usage,billable,1.87104,12.69911,1.265,2024-07-20T04:30:01Z,"20/07/2024, 2:30:01 pm",2024-07-20T05:00:00Z,"20/07/2024, 3:00:00 pm",52.174,,offPeak,none,extremelyLow
Usage,billable,0.82151,11.60392,0.122,2024-07-20T04:00:01Z,"20/07/2024, 2:00:01 pm",2024-07-20T04:30:00Z,"20/07/2024, 2:30:00 pm",52.883,,offPeak,none,extremelyLow
Usage,billable,-0.68303,10.03393,0.101,2024-07-20T03:30:01Z,"20/07/2024, 1:30:01 pm",2024-07-20T04:00:00Z,"20/07/2024, 2:00:00 pm",53.95100000000001,,offPeak,none,extremelyLow
Usage,billable,1.49855,12.31041,0.102,2024-07-20T03:00:01Z,"20/07/2024, 1:00:01 pm",2024-07-20T03:30:00Z,"20/07/2024, 1:30:00 pm",54.68300000000001,,offPeak,none,extremelyLow
Usage,billable,0.4906,11.25861,0.398,2024-07-20T02:30:01Z,"20/07/2024, 12:30:01 pm",2024-07-20T03:00:00Z,"20/07/2024, 1:00:00 pm",54.779999999999994,,offPeak,none,extremelyLow
Usage,billable,0.29192,11.05129,0.392,2024-07-20T02:00:01Z,"20/07/2024, 12:00:01 pm",2024-07-20T02:30:00Z,"20/07/2024, 12:30:00 pm",56.125,,offPeak,none,extremelyLow
Usage,billable,0.87303,11.65768,0.382,2024-07-20T01:30:01Z,"20/07/2024, 11:30:01 am",2024-07-20T02:00:00Z,"20/07/2024, 12:00:00 pm",54.749,,offPeak,none,extremelyLow
Usage,billable,0.49372,11.26187,0.459,2024-07-20T01:00:01Z,"20/07/2024, 11:00:01 am",2024-07-20T01:30:00Z,"20/07/2024, 11:30:00 am",53.503,,offPeak,none,extremelyLow
Usage,billable,4.14322,15.07014,1.393,2024-07-20T00:30:01Z,"20/07/2024, 10:30:01 am",2024-07-20T01:00:00Z,"20/07/2024, 11:00:00 am",52.698,,offPeak,none,extremelyLow
Usage,billable,4.69358,15.64444,0.322,2024-07-20T00:00:01Z,"20/07/2024, 10:00:01 am",2024-07-20T00:30:00Z,"20/07/2024, 10:30:00 am",51.61900000000001,,offPeak,none,veryLow
Usage,billable,4.72862,15.68101,0.678,2024-07-19T23:30:01Z,"20/07/2024, 9:30:01 am",2024-07-20T00:00:00Z,"20/07/2024, 10:00:00 am",52.471000000000004,,offPeak,none,veryLow
Usage,billable,5.25848,16.23392,0.444,2024-07-19T23:00:01Z,"20/07/2024, 9:00:01 am",2024-07-19T23:30:00Z,"20/07/2024, 9:30:00 am",51.461999999999996,,offPeak,none,veryLow
Usage,billable,4.56246,15.50762,1.051,2024-07-19T22:30:01Z,"20/07/2024, 8:30:01 am",2024-07-19T23:00:00Z,"20/07/2024, 9:00:00 am",51.227000000000004,,offPeak,none,veryLow
Usage,billable,2.0642,12.90067,0.779,2024-07-19T22:00:01Z,"20/07/2024, 8:00:01 am",2024-07-19T22:30:00Z,"20/07/2024, 8:30:00 am",50.583,,offPeak,none,extremelyLow
Usage,billable,0.9867,11.7763,1.296,2024-07-19T21:30:01Z,"20/07/2024, 7:30:01 am",2024-07-19T22:00:00Z,"20/07/2024, 8:00:00 am",52.547,,offPeak,none,extremelyLow
Usage,billable,1.96836,12.80066,0.191,2024-07-19T21:00:01Z,"20/07/2024, 7:00:01 am",2024-07-19T21:30:00Z,"20/07/2024, 7:30:00 am",55.677,,offPeak,none,extremelyLow
Usage,billable,0.98561,11.77516,0.119,2024-07-19T20:30:01Z,"20/07/2024, 6:30:01 am",2024-07-19T21:00:00Z,"20/07/2024, 7:00:00 am",57.837,,offPeak,none,extremelyLow
Usage,billable,0.82115,11.60354,0.111,2024-07-19T20:00:01Z,"20/07/2024, 6:00:01 am",2024-07-19T20:30:00Z,"20/07/2024, 6:30:00 am",61.035,,offPeak,none,extremelyLow
Usage,billable,0.7636,11.54349,0.11,2024-07-19T19:30:01Z,"20/07/2024, 5:30:01 am",2024-07-19T20:00:00Z,"20/07/2024, 6:00:00 am",63.307,,offPeak,none,extremelyLow
Usage,billable,-1.11967,9.57829,0.11,2024-07-19T19:00:01Z,"20/07/2024, 5:00:01 am",2024-07-19T19:30:00Z,"20/07/2024, 5:30:00 am",63.865,,offPeak,none,extremelyLow
Usage,billable,-1.27932,9.41169,0.146,2024-07-19T18:30:01Z,"20/07/2024, 4:30:01 am",2024-07-19T19:00:00Z,"20/07/2024, 5:00:00 am",64.831,,offPeak,none,extremelyLow
Usage,billable,-0.70128,10.01488,0.132,2024-07-19T18:00:01Z,"20/07/2024, 4:00:01 am",2024-07-19T18:30:00Z,"20/07/2024, 4:30:00 am",65.037,,offPeak,none,extremelyLow
Usage,billable,-1.95629,8.70527,0.113,2024-07-19T17:30:01Z,"20/07/2024, 3:30:01 am",2024-07-19T18:00:00Z,"20/07/2024, 4:00:00 am",64.503,,offPeak,none,extremelyLow
Usage,billable,-1.36908,9.31803,0.127,2024-07-19T17:00:01Z,"20/07/2024, 3:00:01 am",2024-07-19T17:30:00Z,"20/07/2024, 3:30:00 am",63.487,,offPeak,none,extremelyLow
Usage,billable,-0.29255,10.44139,0.145,2024-07-19T16:30:01Z,"20/07/2024, 2:30:01 am",2024-07-19T17:00:00Z,"20/07/2024, 3:00:00 am",64.364,,offPeak,none,extremelyLow
Usage,billable,-0.01221,10.73393,0.147,2024-07-19T16:00:01Z,"20/07/2024, 2:00:01 am",2024-07-19T16:30:00Z,"20/07/2024, 2:30:00 am",64.215,,offPeak,none,extremelyLow
Usage,billable,0.49335,11.26148,0.146,2024-07-19T15:30:01Z,"20/07/2024, 1:30:01 am",2024-07-19T16:00:00Z,"20/07/2024, 2:00:00 am",62.198,,offPeak,none,extremelyLow
Usage,billable,0.65707,11.43233,0.163,2024-07-19T15:00:01Z,"20/07/2024, 1:00:01 am",2024-07-19T15:30:00Z,"20/07/2024, 1:30:00 am",59.377,,offPeak,none,extremelyLow
Usage,billable,0.50137,11.26985,0.179,2024-07-19T14:30:01Z,"20/07/2024, 12:30:01 am",2024-07-19T15:00:00Z,"20/07/2024, 1:00:00 am",56.918,,offPeak,none,extremelyLow
Usage,billable,0.9845,11.774,0.144,2024-07-19T14:00:01Z,"20/07/2024, 12:00:01 am",2024-07-19T14:30:00Z,"20/07/2024, 12:30:00 am",54.784,,offPeak,none,extremelyLow
Usage,billable,3.20347,14.0895,0.144,2024-07-19T13:30:01Z,"19/07/2024, 11:30:01 pm",2024-07-19T14:00:00Z,"20/07/2024, 12:00:00 am",51.834,,offPeak,none,extremelyLow
Usage,billable,6.18816,17.20404,0.161,2024-07-19T13:00:01Z,"19/07/2024, 11:00:01 pm",2024-07-19T13:30:00Z,"19/07/2024, 11:30:00 pm",50.073,,offPeak,none,veryLow
Usage,billable,6.86379,17.90906,0.204,2024-07-19T12:30:01Z,"19/07/2024, 10:30:01 pm",2024-07-19T13:00:00Z,"19/07/2024, 11:00:00 pm",49.903,,offPeak,none,veryLow
Usage,billable,8.68398,19.80844,0.461,2024-07-19T12:00:01Z,"19/07/2024, 10:00:01 pm",2024-07-19T12:30:00Z,"19/07/2024, 10:30:00 pm",47.278999999999996,,offPeak,none,veryLow
Usage,billable,9.0882,20.23025,0.581,2024-07-19T11:30:01Z,"19/07/2024, 9:30:01 pm",2024-07-19T12:00:00Z,"19/07/2024, 10:00:00 pm",44.477,,offPeak,none,veryLow
Usage,billable,11.78991,23.04949,0.531,2024-07-19T11:00:01Z,"19/07/2024, 9:00:01 pm",2024-07-19T11:30:00Z,"19/07/2024, 9:30:00 pm",42.681000000000004,,offPeak,none,veryLow
Usage,billable,10.70389,34.78623,0.542,2024-07-19T10:30:01Z,"19/07/2024, 8:30:01 pm",2024-07-19T11:00:00Z,"19/07/2024, 9:00:00 pm",42.839,,peak,none,low
Usage,billable,11.52574,35.64383,0.595,2024-07-19T10:00:01Z,"19/07/2024, 8:00:01 pm",2024-07-19T10:30:00Z,"19/07/2024, 8:30:00 pm",42.431000000000004,,peak,none,neutral
Usage,billable,9.8813,33.92785,0.533,2024-07-19T09:30:01Z,"19/07/2024, 7:30:01 pm",2024-07-19T10:00:00Z,"19/07/2024, 8:00:00 pm",41.21,,peak,none,low
Usage,billable,11.93343,36.06926,0.326,2024-07-19T09:00:01Z,"19/07/2024, 7:00:01 pm",2024-07-19T09:30:00Z,"19/07/2024, 7:30:00 pm",40.214,,peak,none,neutral
Usage,billable,14.26547,38.50275,0.263,2024-07-19T08:30:01Z,"19/07/2024, 6:30:01 pm",2024-07-19T09:00:00Z,"19/07/2024, 7:00:00 pm",39.609,,peak,none,neutral
Usage,billable,16.1723,40.49254,0.245,2024-07-19T08:00:01Z,"19/07/2024, 6:00:01 pm",2024-07-19T08:30:00Z,"19/07/2024, 6:30:00 pm",38.649,,peak,none,neutral
Usage,billable,18.35015,42.76513,0.2,2024-07-19T07:30:01Z,"19/07/2024, 5:30:01 pm",2024-07-19T08:00:00Z,"19/07/2024, 6:00:00 pm",37.759,,peak,none,neutral
Usage,billable,20.75266,45.27216,0.285,2024-07-19T07:00:01Z,"19/07/2024, 5:00:01 pm",2024-07-19T07:30:00Z,"19/07/2024, 5:30:00 pm",38.282,,peak,none,neutral
Usage,billable,34.92815,60.06435,0.316,2024-07-19T06:30:01Z,"19/07/2024, 4:30:01 pm",2024-07-19T07:00:00Z,"19/07/2024, 5:00:00 pm",38.938,,peak,none,high
Usage,billable,12.96853,37.14939,0.296,2024-07-19T06:00:01Z,"19/07/2024, 4:00:01 pm",2024-07-19T06:30:00Z,"19/07/2024, 4:30:00 pm",39.196,,peak,none,neutral
Usage,billable,9.93047,33.97916,0.305,2024-07-19T05:30:01Z,"19/07/2024, 3:30:01 pm",2024-07-19T06:00:00Z,"19/07/2024, 4:00:00 pm",39.786,,peak,none,low
Usage,billable,11.57605,35.69633,0.285,2024-07-19T05:00:01Z,"19/07/2024, 3:00:01 pm",2024-07-19T05:30:00Z,"19/07/2024, 3:30:00 pm",41.042,,peak,none,neutral
Usage,billable,14.63,26.01314,0.465,2024-07-19T04:30:01Z,"19/07/2024, 2:30:01 pm",2024-07-19T05:00:00Z,"19/07/2024, 3:00:00 pm",41.362,,offPeak,none,low
Usage,billable,19.23572,30.81923,0.62,2024-07-19T04:00:01Z,"19/07/2024, 2:00:01 pm",2024-07-19T04:30:00Z,"19/07/2024, 2:30:00 pm",42.564,,offPeak,none,low
Usage,billable,21.56443,33.24925,0.639,2024-07-19T03:30:01Z,"19/07/2024, 1:30:01 pm",2024-07-19T04:00:00Z,"19/07/2024, 2:00:00 pm",46.747,,offPeak,none,low
Usage,billable,5.55024,16.53837,0.724,2024-07-19T03:00:01Z,"19/07/2024, 1:00:01 pm",2024-07-19T03:30:00Z,"19/07/2024, 1:30:00 pm",50.89900000000001,,offPeak,none,veryLow
Usage,billable,9.17517,20.321,0.978,2024-07-19T02:30:01Z,"19/07/2024, 12:30:01 pm",2024-07-19T03:00:00Z,"19/07/2024, 1:00:00 pm",48.972,,offPeak,none,veryLow
Usage,billable,10.18005,21.3696,0.312,2024-07-19T02:00:01Z,"19/07/2024, 12:00:01 pm",2024-07-19T02:30:00Z,"19/07/2024, 12:30:00 pm",45.488,,offPeak,none,veryLow
Usage,billable,10.36397,21.56152,0.312,2024-07-19T01:30:01Z,"19/07/2024, 11:30:01 am",2024-07-19T02:00:00Z,"19/07/2024, 12:00:00 pm",43.922,,offPeak,none,veryLow
Usage,billable,11.29559,22.53367,0.323,2024-07-19T01:00:01Z,"19/07/2024, 11:00:01 am",2024-07-19T01:30:00Z,"19/07/2024, 11:30:00 am",42.483,,offPeak,none,veryLow
Usage,billable,9.46036,20.6186,0.543,2024-07-19T00:30:01Z,"19/07/2024, 10:30:01 am",2024-07-19T01:00:00Z,"19/07/2024, 11:00:00 am",42.705,,offPeak,none,veryLow
