type,quality,spot_per_kwh,per_kwh,kwh_usage_in_timeframe,utc_start_time,local_start_time,utc_end_time,local_end_time,renewables,tariff_info_season,tariff_info_period,spike_status,descriptor
Usage,billable,30.13003,53.61931,0.14,2024-06-30T07:30:01Z,"30/06/2024, 5:30:01 pm",2024-06-30T08:00:00Z,"30/06/2024, 6:00:00 pm",13.139999999999999,,peak,none,high
Usage,billable,30.12747,53.61664,0.107,2024-06-30T07:00:01Z,"30/06/2024, 5:00:01 pm",2024-06-30T07:30:00Z,"30/06/2024, 5:30:00 pm",14.39,,peak,none,high
Usage,billable,26.9588,50.30538,0.114,2024-06-30T06:30:01Z,"30/06/2024, 4:30:01 pm",2024-06-30T07:00:00Z,"30/06/2024, 5:00:00 pm",14.857000000000001,,peak,none,high
Usage,billable,26.40315,49.72472,0.32,2024-06-30T06:00:01Z,"30/06/2024, 4:00:01 pm",2024-06-30T06:30:00Z,"30/06/2024, 4:30:00 pm",19.57,,peak,none,high
Usage,billable,10.03986,32.62508,0.457,2024-06-30T05:30:01Z,"30/06/2024, 3:30:01 pm",2024-06-30T06:00:00Z,"30/06/2024, 4:00:00 pm",28.277,,peak,none,low
Usage,billable,5.28898,27.66041,1.357,2024-06-30T05:00:01Z,"30/06/2024, 3:00:01 pm",2024-06-30T05:30:00Z,"30/06/2024, 3:30:00 pm",32.918,,peak,none,veryLow
Usage,billable,4.57685,14.81624,1.662,2024-06-30T04:30:01Z,"30/06/2024, 2:30:01 pm",2024-06-30T05:00:00Z,"30/06/2024, 3:00:00 pm",37.308,,offPeak,none,veryLow
Usage,billable,4.63068,14.87249,1.722,2024-06-30T04:00:01Z,"30/06/2024, 2:00:01 pm",2024-06-30T04:30:00Z,"30/06/2024, 2:30:00 pm",43.113,,offPeak,none,veryLow
Usage,billable,1.37376,11.46901,0.569,2024-06-30T03:30:01Z,"30/06/2024, 1:30:01 pm",2024-06-30T04:00:00Z,"30/06/2024, 2:00:00 pm",46.195,,offPeak,none,extremelyLow
Usage,billable,0.98598,11.06378,1.015,2024-06-30T03:00:01Z,"30/06/2024, 1:00:01 pm",2024-06-30T03:30:00Z,"30/06/2024, 1:30:00 pm",44.466,,offPeak,none,extremelyLow
Usage,billable,1.35367,11.44802,1.093,2024-06-30T02:30:01Z,"30/06/2024, 12:30:01 pm",2024-06-30T03:00:00Z,"30/06/2024, 1:00:00 pm",50.192,,offPeak,none,extremelyLow
Usage,billable,0.24966,10.29432,0.153,2024-06-30T02:00:01Z,"30/06/2024, 12:00:01 pm",2024-06-30T02:30:00Z,"30/06/2024, 12:30:00 pm",52.449,,offPeak,none,extremelyLow
Usage,billable,-1.97072,7.97403,0.298,2024-06-30T01:30:01Z,"30/06/2024, 11:30:01 am",2024-06-30T02:00:00Z,"30/06/2024, 12:00:00 pm",50.117,,offPeak,none,extremelyLow
Usage,billable,0.04715,10.0827,0.501,2024-06-30T01:00:01Z,"30/06/2024, 11:00:01 am",2024-06-30T01:30:00Z,"30/06/2024, 11:30:00 am",42.644999999999996,,offPeak,none,extremelyLow
Usage,billable,0.98726,11.06512,0.515,2024-06-30T00:30:01Z,"30/06/2024, 10:30:01 am",2024-06-30T01:00:00Z,"30/06/2024, 11:00:00 am",40.711000000000006,,offPeak,none,extremelyLow
Usage,billable,5.55521,15.83862,0.793,2024-06-30T00:00:01Z,"30/06/2024, 10:00:01 am",2024-06-30T00:30:00Z,"30/06/2024, 10:30:00 am",34.977000000000004,,offPeak,none,veryLow
Usage,billable,7.81989,18.20522,0.818,2024-06-29T23:30:01Z,"30/06/2024, 9:30:01 am",2024-06-30T00:00:00Z,"30/06/2024, 10:00:00 am",33.623999999999995,,offPeak,none,veryLow
Usage,billable,7.96608,18.35798,0.846,2024-06-29T23:00:01Z,"30/06/2024, 9:00:01 am",2024-06-29T23:30:00Z,"30/06/2024, 9:30:00 am",33.039,,offPeak,none,veryLow
Usage,billable,6.77707,17.11547,0.238,2024-06-29T22:30:01Z,"30/06/2024, 8:30:01 am",2024-06-29T23:00:00Z,"30/06/2024, 9:00:00 am",30.484,,offPeak,none,veryLow
Usage,billable,9.75732,20.22983,0.338,2024-06-29T22:00:01Z,"30/06/2024, 8:00:01 am",2024-06-29T22:30:00Z,"30/06/2024, 8:30:00 am",26.577,,offPeak,none,veryLow
Usage,billable,8.10148,18.49948,0.353,2024-06-29T21:30:01Z,"30/06/2024, 7:30:01 am",2024-06-29T22:00:00Z,"30/06/2024, 8:00:00 am",25.363999999999997,,offPeak,none,veryLow
Usage,billable,6.29452,16.6112,0.136,2024-06-29T21:00:01Z,"30/06/2024, 7:00:01 am",2024-06-29T21:30:00Z,"30/06/2024, 7:30:00 am",27.761000000000003,,offPeak,none,veryLow
Usage,billable,6.13767,16.4473,0.103,2024-06-29T20:30:01Z,"30/06/2024, 6:30:01 am",2024-06-29T21:00:00Z,"30/06/2024, 7:00:00 am",29.109,,offPeak,none,veryLow
Usage,billable,5.31796,15.5907,0.104,2024-06-29T20:00:01Z,"30/06/2024, 6:00:01 am",2024-06-29T20:30:00Z,"30/06/2024, 6:30:00 am",29.815,,offPeak,none,veryLow
Usage,billable,3.79489,13.99909,0.115,2024-06-29T19:30:01Z,"30/06/2024, 5:30:01 am",2024-06-29T20:00:00Z,"30/06/2024, 6:00:00 am",30.325999999999997,,offPeak,none,extremelyLow
Usage,billable,2.31802,12.45576,0.112,2024-06-29T19:00:01Z,"30/06/2024, 5:00:01 am",2024-06-29T19:30:00Z,"30/06/2024, 5:30:00 am",29.749,,offPeak,none,extremelyLow
Usage,billable,1.50312,11.60419,0.105,2024-06-29T18:30:01Z,"30/06/2024, 4:30:01 am",2024-06-29T19:00:00Z,"30/06/2024, 5:00:00 am",32.231,,offPeak,none,extremelyLow
Usage,billable,1.64842,11.75603,0.105,2024-06-29T18:00:01Z,"30/06/2024, 4:00:01 am",2024-06-29T18:30:00Z,"30/06/2024, 4:30:00 am",33.393,,offPeak,none,extremelyLow
Usage,billable,3.10989,13.28327,0.145,2024-06-29T17:30:01Z,"30/06/2024, 3:30:01 am",2024-06-29T18:00:00Z,"30/06/2024, 4:00:00 am",31.277,,offPeak,none,extremelyLow
Usage,billable,5.18497,15.45172,0.169,2024-06-29T17:00:01Z,"30/06/2024, 3:00:01 am",2024-06-29T17:30:00Z,"30/06/2024, 3:30:00 am",30.104,,offPeak,none,veryLow
Usage,billable,4.96697,15.22391,0.13,2024-06-29T16:30:01Z,"30/06/2024, 2:30:01 am",2024-06-29T17:00:00Z,"30/06/2024, 3:00:00 am",31.461,,offPeak,none,veryLow
Usage,billable,4.89025,15.14374,0.125,2024-06-29T16:00:01Z,"30/06/2024, 2:00:01 am",2024-06-29T16:30:00Z,"30/06/2024, 2:30:00 am",30.606,,offPeak,none,veryLow
Usage,billable,5.37473,15.65002,0.111,2024-06-29T15:30:01Z,"30/06/2024, 1:30:01 am",2024-06-29T16:00:00Z,"30/06/2024, 2:00:00 am",28.471999999999998,,offPeak,none,veryLow
Usage,billable,5.92452,16.22455,0.104,2024-06-29T15:00:01Z,"30/06/2024, 1:00:01 am",2024-06-29T15:30:00Z,"30/06/2024, 1:30:00 am",24.468,,offPeak,none,veryLow
Usage,billable,6.44987,16.77354,0.105,2024-06-29T14:30:01Z,"30/06/2024, 12:30:01 am",2024-06-29T15:00:00Z,"30/06/2024, 1:00:00 am",21.677,,offPeak,none,veryLow
Usage,billable,5.99835,16.30171,0.131,2024-06-29T14:00:01Z,"30/06/2024, 12:00:01 am",2024-06-29T14:30:00Z,"30/06/2024, 12:30:00 am",20.230999999999998,,offPeak,none,veryLow
Usage,billable,9.92211,20.40203,0.171,2024-06-29T13:30:01Z,"29/06/2024, 11:30:01 pm",2024-06-29T14:00:00Z,"30/06/2024, 12:00:00 am",19.639,,offPeak,none,veryLow
Usage,billable,12.75833,23.36588,0.138,2024-06-29T13:00:01Z,"29/06/2024, 11:00:01 pm",2024-06-29T13:30:00Z,"29/06/2024, 11:30:00 pm",18.02,,offPeak,none,veryLow
Usage,billable,9.79982,20.27424,0.151,2024-06-29T12:30:01Z,"29/06/2024, 10:30:01 pm",2024-06-29T13:00:00Z,"29/06/2024, 11:00:00 pm",20.015,,offPeak,none,veryLow
Usage,billable,12.40737,22.99913,0.224,2024-06-29T12:00:01Z,"29/06/2024, 10:00:01 pm",2024-06-29T12:30:00Z,"29/06/2024, 10:30:00 pm",17.788,,offPeak,none,veryLow
Usage,billable,9.82143,20.29682,0.206,2024-06-29T11:30:01Z,"29/06/2024, 9:30:01 pm",2024-06-29T12:00:00Z,"29/06/2024, 10:00:00 pm",17.037,,offPeak,none,veryLow
Usage,billable,14.35607,25.03552,0.188,2024-06-29T11:00:01Z,"29/06/2024, 9:00:01 pm",2024-06-29T11:30:00Z,"29/06/2024, 9:30:00 pm",16.387,,offPeak,none,veryLow
Usage,billable,13.65807,36.40611,0.197,2024-06-29T10:30:01Z,"29/06/2024, 8:30:01 pm",2024-06-29T11:00:00Z,"29/06/2024, 9:00:00 pm",15.235000000000001,,peak,none,low
Usage,billable,11.98007,34.6526,0.388,2024-06-29T10:00:01Z,"29/06/2024, 8:00:01 pm",2024-06-29T10:30:00Z,"29/06/2024, 8:30:00 pm",15.626999999999999,,peak,none,low
Usage,billable,11.62543,34.282,0.444,2024-06-29T09:30:01Z,"29/06/2024, 7:30:01 pm",2024-06-29T10:00:00Z,"29/06/2024, 8:00:00 pm",15.383,,peak,none,low
Usage,billable,12.99638,35.71465,0.481,2024-06-29T09:00:01Z,"29/06/2024, 7:00:01 pm",2024-06-29T09:30:00Z,"29/06/2024, 7:30:00 pm",14.334,,peak,none,low
Usage,billable,14.23162,37.00547,0.562,2024-06-29T08:30:01Z,"29/06/2024, 6:30:01 pm",2024-06-29T09:00:00Z,"29/06/2024, 7:00:00 pm",14.524000000000001,,peak,none,low
Usage,billable,15.19727,38.01458,0.451,2024-06-29T08:00:01Z,"29/06/2024, 6:00:01 pm",2024-06-29T08:30:00Z,"29/06/2024, 6:30:00 pm",13.196,,peak,none,low
Usage,billable,16.08991,38.94739,0.619,2024-06-29T07:30:01Z,"29/06/2024, 5:30:01 pm",2024-06-29T08:00:00Z,"29/06/2024, 6:00:00 pm",13.239999999999998,,peak,none,low
Usage,billable,16.48157,39.35667,0.501,2024-06-29T07:00:01Z,"29/06/2024, 5:00:01 pm",2024-06-29T07:30:00Z,"29/06/2024, 5:30:00 pm",13.339,,peak,none,low
Usage,billable,17.02895,39.92868,0.524,2024-06-29T06:30:01Z,"29/06/2024, 4:30:01 pm",2024-06-29T07:00:00Z,"29/06/2024, 5:00:00 pm",13.116,,peak,none,neutral
Usage,billable,18.83731,41.81842,0.479,2024-06-29T06:00:01Z,"29/06/2024, 4:00:01 pm",2024-06-29T06:30:00Z,"29/06/2024, 4:30:00 pm",13.728000000000002,,peak,none,neutral
Usage,billable,19.51491,42.52651,0.472,2024-06-29T05:30:01Z,"29/06/2024, 3:30:01 pm",2024-06-29T06:00:00Z,"29/06/2024, 4:00:00 pm",16.777,,peak,none,neutral
Usage,billable,18.52924,41.49649,0.514,2024-06-29T05:00:01Z,"29/06/2024, 3:00:01 pm",2024-06-29T05:30:00Z,"29/06/2024, 3:30:00 pm",17.043,,peak,none,neutral
Usage,billable,20.08714,31.02449,0.579,2024-06-29T04:30:01Z,"29/06/2024, 2:30:01 pm",2024-06-29T05:00:00Z,"29/06/2024, 3:00:00 pm",16.729,,offPeak,none,low
Usage,billable,23.58381,34.67851,0.805,2024-06-29T04:00:01Z,"29/06/2024, 2:00:01 pm",2024-06-29T04:30:00Z,"29/06/2024, 2:30:00 pm",16.864,,offPeak,none,low
Usage,billable,20.01657,30.95075,1.531,2024-06-29T03:30:01Z,"29/06/2024, 1:30:01 pm",2024-06-29T04:00:00Z,"29/06/2024, 2:00:00 pm",19.081,,offPeak,none,low
Usage,billable,21.5624,32.56614,1.072,2024-06-29T03:00:01Z,"29/06/2024, 1:00:01 pm",2024-06-29T03:30:00Z,"29/06/2024, 1:30:00 pm",18.456,,offPeak,none,low
Usage,billable,21.50223,32.50326,0.636,2024-06-29T02:30:01Z,"29/06/2024, 12:30:01 pm",2024-06-29T03:00:00Z,"29/06/2024, 1:00:00 pm",17.573,,offPeak,none,low
Usage,billable,23.73204,34.83341,0.291,2024-06-29T02:00:01Z,"29/06/2024, 12:00:01 pm",2024-06-29T02:30:00Z,"29/06/2024, 12:30:00 pm",16.322,,offPeak,none,low
Usage,billable,22.99463,34.06282,0.12,2024-06-29T01:30:01Z,"29/06/2024, 11:30:01 am",2024-06-29T02:00:00Z,"29/06/2024, 12:00:00 pm",15.715000000000002,,offPeak,none,low
Usage,billable,25.20738,36.37514,0.148,2024-06-29T01:00:01Z,"29/06/2024, 11:00:01 am",2024-06-29T01:30:00Z,"29/06/2024, 11:30:00 am",16.932,,offPeak,none,low
Usage,billable,32.83459,44.34558,0.217,2024-06-29T00:30:01Z,"29/06/2024, 10:30:01 am",2024-06-29T01:00:00Z,"29/06/2024, 11:00:00 am",19.939999999999998,,offPeak,none,neutral
Usage,billable,24.50185,35.63786,0.328,2024-06-29T00:00:01Z,"29/06/2024, 10:00:01 am",2024-06-29T00:30:00Z,"29/06/2024, 10:30:00 am",24.196,,offPeak,none,low
Usage,billable,26.68173,37.91584,0.689,2024-06-28T23:30:01Z,"29/06/2024, 9:30:01 am",2024-06-29T00:00:00Z,"29/06/2024, 10:00:00 am",29.439,,offPeak,none,low
Usage,billable,11.9265,22.49662,1.101,2024-06-28T23:00:01Z,"29/06/2024, 9:00:01 am",2024-06-28T23:30:00Z,"29/06/2024, 9:30:00 am",33.978,,offPeak,none,veryLow
Usage,billable,8.73588,19.16242,1.406,2024-06-28T22:30:01Z,"29/06/2024, 8:30:01 am",2024-06-28T23:00:00Z,"29/06/2024, 9:00:00 am",39.82,,offPeak,none,veryLow
Usage,billable,7.0395,17.38971,1.341,2024-06-28T22:00:01Z,"29/06/2024, 8:00:01 am",2024-06-28T22:30:00Z,"29/06/2024, 8:30:00 am",43.312,,offPeak,none,veryLow
Usage,billable,3.51704,13.70874,0.316,2024-06-28T21:30:01Z,"29/06/2024, 7:30:01 am",2024-06-28T22:00:00Z,"29/06/2024, 8:00:00 am",47.545,,offPeak,none,extremelyLow
Usage,billable,0.99,11.06798,0.33,2024-06-28T21:00:01Z,"29/06/2024, 7:00:01 am",2024-06-28T21:30:00Z,"29/06/2024, 7:30:00 am",53.32599999999999,,offPeak,none,extremelyLow
Usage,billable,0.99037,11.06837,0.106,2024-06-28T20:30:01Z,"29/06/2024, 6:30:01 am",2024-06-28T21:00:00Z,"29/06/2024, 7:00:00 am",58.718,,offPeak,none,extremelyLow
Usage,billable,0.98726,11.06512,0.129,2024-06-28T20:00:01Z,"29/06/2024, 6:00:01 am",2024-06-28T20:30:00Z,"29/06/2024, 6:30:00 am",59.62499999999999,,offPeak,none,extremelyLow
Usage,billable,0.73592,10.80247,0.125,2024-06-28T19:30:01Z,"29/06/2024, 5:30:01 am",2024-06-28T20:00:00Z,"29/06/2024, 6:00:00 am",62.519000000000005,,offPeak,none,extremelyLow
Usage,billable,-1.03014,8.95693,0.106,2024-06-28T19:00:01Z,"29/06/2024, 5:00:01 am",2024-06-28T19:30:00Z,"29/06/2024, 5:30:00 am",65.446,,offPeak,none,extremelyLow
Usage,billable,-3.31707,6.56709,0.105,2024-06-28T18:30:01Z,"29/06/2024, 4:30:01 am",2024-06-28T19:00:00Z,"29/06/2024, 5:00:00 am",63.578,,offPeak,none,extremelyLow
Usage,billable,-3.45285,6.4252,0.106,2024-06-28T18:00:01Z,"29/06/2024, 4:00:01 am",2024-06-28T18:30:00Z,"29/06/2024, 4:30:00 am",64.295,,offPeak,none,extremelyLow
Usage,billable,-3.72258,6.14333,0.12,2024-06-28T17:30:01Z,"29/06/2024, 3:30:01 am",2024-06-28T18:00:00Z,"29/06/2024, 4:00:00 am",65.745,,offPeak,none,extremelyLow
Usage,billable,-2.40201,7.52333,0.136,2024-06-28T17:00:01Z,"29/06/2024, 3:00:01 am",2024-06-28T17:30:00Z,"29/06/2024, 3:30:00 am",66.2,,offPeak,none,extremelyLow
Usage,billable,-4.13264,5.71482,0.106,2024-06-28T16:30:01Z,"29/06/2024, 2:30:01 am",2024-06-28T17:00:00Z,"29/06/2024, 3:00:00 am",65.092,,offPeak,none,extremelyLow
Usage,billable,-3.00049,6.89792,0.104,2024-06-28T16:00:01Z,"29/06/2024, 2:00:01 am",2024-06-28T16:30:00Z,"29/06/2024, 2:30:00 am",64.605,,offPeak,none,extremelyLow
Usage,billable,-3.67348,6.19464,0.099,2024-06-28T15:30:01Z,"29/06/2024, 1:30:01 am",2024-06-28T16:00:00Z,"29/06/2024, 2:00:00 am",62.89,,offPeak,none,extremelyLow
Usage,billable,-1.26402,8.71253,0.109,2024-06-28T15:00:01Z,"29/06/2024, 1:00:01 am",2024-06-28T15:30:00Z,"29/06/2024, 1:30:00 am",61.324999999999996,,offPeak,none,extremelyLow
Usage,billable,0.21078,10.2537,0.134,2024-06-28T14:30:01Z,"29/06/2024, 12:30:01 am",2024-06-28T15:00:00Z,"29/06/2024, 1:00:00 am",60.014,,offPeak,none,extremelyLow
Usage,billable,-0.095,9.93416,0.1,2024-06-28T14:00:01Z,"29/06/2024, 12:00:01 am",2024-06-28T14:30:00Z,"29/06/2024, 12:30:00 am",57.632000000000005,,offPeak,none,extremelyLow
Usage,billable,0.10697,10.14521,0.103,2024-06-28T13:30:01Z,"28/06/2024, 11:30:01 pm",2024-06-28T14:00:00Z,"29/06/2024, 12:00:00 am",54.632000000000005,,offPeak,none,extremelyLow
Usage,billable,0.72784,10.79402,0.133,2024-06-28T13:00:01Z,"28/06/2024, 11:00:01 pm",2024-06-28T13:30:00Z,"28/06/2024, 11:30:00 pm",53.827999999999996,,offPeak,none,extremelyLow
Usage,billable,-0.75442,9.24506,0.168,2024-06-28T12:30:01Z,"28/06/2024, 10:30:01 pm",2024-06-28T13:00:00Z,"28/06/2024, 11:00:00 pm",56.2,,offPeak,none,extremelyLow
Usage,billable,-2.74223,7.1678,0.221,2024-06-28T12:00:01Z,"28/06/2024, 10:00:01 pm",2024-06-28T12:30:00Z,"28/06/2024, 10:30:00 pm",55.481,,offPeak,none,extremelyLow
Usage,billable,0.91925,10.99405,0.154,2024-06-28T11:30:01Z,"28/06/2024, 9:30:01 pm",2024-06-28T12:00:00Z,"28/06/2024, 10:00:00 pm",50.812999999999995,,offPeak,none,extremelyLow
Usage,billable,5.96039,16.26204,0.156,2024-06-28T11:00:01Z,"28/06/2024, 9:00:01 pm",2024-06-28T11:30:00Z,"28/06/2024, 9:30:00 pm",48.604,,offPeak,none,veryLow
Usage,billable,10.55663,33.16511,0.173,2024-06-28T10:30:01Z,"28/06/2024, 8:30:01 pm",2024-06-28T11:00:00Z,"28/06/2024, 9:00:00 pm",47.57,,peak,none,low
Usage,billable,7.61083,30.08675,0.208,2024-06-28T10:00:01Z,"28/06/2024, 8:00:01 pm",2024-06-28T10:30:00Z,"28/06/2024, 8:30:00 pm",45.763999999999996,,peak,none,low
Usage,billable,7.68174,30.16085,0.239,2024-06-28T09:30:01Z,"28/06/2024, 7:30:01 pm",2024-06-28T10:00:00Z,"28/06/2024, 8:00:00 pm",44.879999999999995,,peak,none,low
Usage,billable,16.51473,39.39132,0.111,2024-06-28T09:00:01Z,"28/06/2024, 7:00:01 pm",2024-06-28T09:30:00Z,"28/06/2024, 7:30:00 pm",42.947,,peak,none,low
Usage,billable,17.39588,40.31212,0.108,2024-06-28T08:30:01Z,"28/06/2024, 6:30:01 pm",2024-06-28T09:00:00Z,"28/06/2024, 7:00:00 pm",42.54,,peak,none,neutral
Usage,billable,19.55324,42.56657,0.144,2024-06-28T08:00:01Z,"28/06/2024, 6:00:01 pm",2024-06-28T08:30:00Z,"28/06/2024, 6:30:00 pm",41.749,,peak,none,neutral
Usage,billable,22.15678,45.28727,0.117,2024-06-28T07:30:01Z,"28/06/2024, 5:30:01 pm",2024-06-28T08:00:00Z,"28/06/2024, 6:00:00 pm",41.153,,peak,none,neutral
Usage,billable,16.11052,38.96892,0.148,2024-06-28T07:00:01Z,"28/06/2024, 5:00:01 pm",2024-06-28T07:30:00Z,"28/06/2024, 5:30:00 pm",42.468,,peak,none,low
Usage,billable,17.65733,40.58534,0.149,2024-06-28T06:30:01Z,"28/06/2024, 4:30:01 pm",2024-06-28T07:00:00Z,"28/06/2024, 5:00:00 pm",44.202000000000005,,peak,none,neutral
Usage,billable,15.27583,38.09667,0.168,2024-06-28T06:00:01Z,"28/06/2024, 4:00:01 pm",2024-06-28T06:30:00Z,"28/06/2024, 4:30:00 pm",48.04,,peak,none,low
Usage,billable,10.50803,33.11432,0.171,2024-06-28T05:30:01Z,"28/06/2024, 3:30:01 pm",2024-06-28T06:00:00Z,"28/06/2024, 4:00:00 pm",53.137,,peak,none,low
Usage,billable,6.82434,29.26487,0.167,2024-06-28T05:00:01Z,"28/06/2024, 3:00:01 pm",2024-06-28T05:30:00Z,"28/06/2024, 3:30:00 pm",57.543,,peak,none,veryLow
Usage,billable,4.7564,15.00387,0.239,2024-06-28T04:30:01Z,"28/06/2024, 2:30:01 pm",2024-06-28T05:00:00Z,"28/06/2024, 3:00:00 pm",64.342,,offPeak,none,veryLow
Usage,billable,3.6345,13.83148,0.398,2024-06-28T04:00:01Z,"28/06/2024, 2:00:01 pm",2024-06-28T04:30:00Z,"28/06/2024, 2:30:00 pm",71.175,,offPeak,none,extremelyLow
Usage,billable,2.1109,12.23932,0.693,2024-06-28T03:30:01Z,"28/06/2024, 1:30:01 pm",2024-06-28T04:00:00Z,"28/06/2024, 2:00:00 pm",72.578,,offPeak,none,extremelyLow
Usage,billable,1.53214,11.63452,0.83,2024-06-28T03:00:01Z,"28/06/2024, 1:00:01 pm",2024-06-28T03:30:00Z,"28/06/2024, 1:30:00 pm",72.002,,offPeak,none,extremelyLow
Usage,billable,1.34057,11.43433,2.01,2024-06-28T02:30:01Z,"28/06/2024, 12:30:01 pm",2024-06-28T03:00:00Z,"28/06/2024, 1:00:00 pm",72.321,,offPeak,none,extremelyLow
Usage,billable,1.3542,11.44857,2.105,2024-06-28T02:00:01Z,"28/06/2024, 12:00:01 pm",2024-06-28T02:30:00Z,"28/06/2024, 12:30:00 pm",71.41499999999999,,offPeak,none,extremelyLow
Usage,billable,2.13181,12.26117,2.121,2024-06-28T01:30:01Z,"28/06/2024, 11:30:01 am",2024-06-28T02:00:00Z,"28/06/2024, 12:00:00 pm",69.44900000000001,,offPeak,none,extremelyLow
Usage,billable,0.1659,10.2068,2.389,2024-06-28T01:00:01Z,"28/06/2024, 11:00:01 am",2024-06-28T01:30:00Z,"28/06/2024, 11:30:00 am",66.392,,offPeak,none,extremelyLow
Usage,billable,-1.49025,8.47612,0.119,2024-06-28T00:30:01Z,"28/06/2024, 10:30:01 am",2024-06-28T01:00:00Z,"28/06/2024, 11:00:00 am",64.60000000000001,,offPeak,none,extremelyLow
Usage,billable,-0.78479,9.21332,0.104,2024-06-28T00:00:01Z,"28/06/2024, 10:00:01 am",2024-06-28T00:30:00Z,"28/06/2024, 10:30:00 am",59.476,,offPeak,none,extremelyLow
Usage,billable,0.2581,10.30314,0.105,2024-06-27T23:30:01Z,"28/06/2024, 9:30:01 am",2024-06-28T00:00:00Z,"28/06/2024, 10:00:00 am",54.48,,offPeak,none,extremelyLow
Usage,billable,0.51323,10.56976,0.105,2024-06-27T23:00:01Z,"28/06/2024, 9:00:01 am",2024-06-27T23:30:00Z,"28/06/2024, 9:30:00 am",46.797,,offPeak,none,extremelyLow
Usage,billable,2.55572,12.70416,0.105,2024-06-27T22:30:01Z,"28/06/2024, 8:30:01 am",2024-06-27T23:00:00Z,"28/06/2024, 9:00:00 am",41.887,,offPeak,none,extremelyLow
Usage,billable,11.06716,21.59861,0.398,2024-06-27T22:00:01Z,"28/06/2024, 8:00:01 am",2024-06-27T22:30:00Z,"28/06/2024, 8:30:00 am",36.853,,offPeak,none,veryLow
Usage,billable,23.35098,34.4352,0.451,2024-06-27T21:30:01Z,"28/06/2024, 7:30:01 am",2024-06-27T22:00:00Z,"28/06/2024, 8:00:00 am",33.410000000000004,,offPeak,none,low
Usage,billable,21.93531,32.95583,0.409,2024-06-27T21:00:01Z,"28/06/2024, 7:00:01 am",2024-06-27T21:30:00Z,"28/06/2024, 7:30:00 am",34.995,,offPeak,none,low
Usage,billable,13.83073,24.48654,0.098,2024-06-27T20:30:01Z,"28/06/2024, 6:30:01 am",2024-06-27T21:00:00Z,"28/06/2024, 7:00:00 am",37.968,,offPeak,none,veryLow
Usage,billable,9.35098,19.8052,0.099,2024-06-27T20:00:01Z,"28/06/2024, 6:00:01 am",2024-06-27T20:30:00Z,"28/06/2024, 6:30:00 am",38.06,,offPeak,none,veryLow
Usage,billable,1.6313,11.73814,0.103,2024-06-27T19:30:01Z,"28/06/2024, 5:30:01 am",2024-06-27T20:00:00Z,"28/06/2024, 6:00:00 am",38.124,,offPeak,none,extremelyLow
Usage,billable,2.51011,12.65649,0.108,2024-06-27T19:00:01Z,"28/06/2024, 5:00:01 am",2024-06-27T19:30:00Z,"28/06/2024, 5:30:00 am",37.775,,offPeak,none,extremelyLow
Usage,billable,1.04518,11.12564,0.112,2024-06-27T18:30:01Z,"28/06/2024, 4:30:01 am",2024-06-27T19:00:00Z,"28/06/2024, 5:00:00 am",38.823,,offPeak,none,extremelyLow
Usage,billable,0.98545,11.06323,0.132,2024-06-27T18:00:01Z,"28/06/2024, 4:00:01 am",2024-06-27T18:30:00Z,"28/06/2024, 4:30:00 am",41.372,,offPeak,none,extremelyLow
Usage,billable,0.98542,11.06319,0.097,2024-06-27T17:30:01Z,"28/06/2024, 3:30:01 am",2024-06-27T18:00:00Z,"28/06/2024, 4:00:00 am",41.702,,offPeak,none,extremelyLow
Usage,billable,0.94489,11.02084,0.097,2024-06-27T17:00:01Z,"28/06/2024, 3:00:01 am",2024-06-27T17:30:00Z,"28/06/2024, 3:30:00 am",40.848,,offPeak,none,extremelyLow
Usage,billable,0.98908,11.06702,0.108,2024-06-27T16:30:01Z,"28/06/2024, 2:30:01 am",2024-06-27T17:00:00Z,"28/06/2024, 3:00:00 am",40.948,,offPeak,none,extremelyLow
Usage,billable,0.98633,11.06414,0.123,2024-06-27T16:00:01Z,"28/06/2024, 2:00:01 am",2024-06-27T16:30:00Z,"28/06/2024, 2:30:00 am",41.308,,offPeak,none,extremelyLow
Usage,billable,1.5062,11.60741,0.136,2024-06-27T15:30:01Z,"28/06/2024, 1:30:01 am",2024-06-27T16:00:00Z,"28/06/2024, 2:00:00 am",36.293,,offPeak,none,extremelyLow
Usage,billable,3.57831,13.77276,0.177,2024-06-27T15:00:01Z,"28/06/2024, 1:00:01 am",2024-06-27T15:30:00Z,"28/06/2024, 1:30:00 am",32.834,,offPeak,none,extremelyLow
Usage,billable,5.72233,16.01326,0.128,2024-06-27T14:30:01Z,"28/06/2024, 12:30:01 am",2024-06-27T15:00:00Z,"28/06/2024, 1:00:00 am",29.176000000000002,,offPeak,none,veryLow
Usage,billable,5.74758,16.03965,0.111,2024-06-27T14:00:01Z,"28/06/2024, 12:00:01 am",2024-06-27T14:30:00Z,"28/06/2024, 12:30:00 am",27.121000000000002,,offPeak,none,veryLow
Usage,billable,8.18849,18.5904,0.102,2024-06-27T13:30:01Z,"27/06/2024, 11:30:01 pm",2024-06-27T14:00:00Z,"28/06/2024, 12:00:00 am",22.999,,offPeak,none,veryLow
Usage,billable,8.79149,19.22054,0.103,2024-06-27T13:00:01Z,"27/06/2024, 11:00:01 pm",2024-06-27T13:30:00Z,"27/06/2024, 11:30:00 pm",20.033,,offPeak,none,veryLow
